"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Hospital 30-Day Readmission Rates from Heart Attack","Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack","Footnote - Hospital 30-Day Readmission Rates from Heart Attack","Hospital 30-Day Readmission Rates from Heart Failure","Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure","Footnote - Hospital 30-Day Readmission Rates from Heart Failure","Hospital 30-Day Readmission Rates from Pneumonia","Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia","Footnote - Hospital 30-Day Readmission Rates from Pneumonia"
"450795","ST ANTHONY'S HOSPITAL","2807 LITTLE YORK RD","","","HOUSTON","TX","77093","HARRIS","7136972961","Not Available","Number of Cases Too Small","Not Available","Not Available","8","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","12","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","19","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","8","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","17","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","20","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing"
"450796","NORTHWEST TEXAS SURGERY CENTER","3501 SONCY RD SUITE 118","","","AMARILLO","TX","79109","RANDALL","8063597999","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure"
"450797","HOUSTON HOSPITAL FOR SPECIALIZED SURGERY","5445 LABRANCH STREET","","","HOUSTON","TX","77004","HARRIS","7135286800","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure"
"450801","CHRISTUS ST MICHAEL HEALTH SYSTEM","2600 ST MICHAEL DR","","","TEXARKANA","TX","75504","BOWIE","9036141000","17.7","No Different than U.S. National Rate","15.0","20.9","495","","10.7","No Different than U.S. National Rate","9.1","12.6","792","","9.8","Better than U.S. National Rate","8.2","11.6","678","","21.2","No Different than U.S. National Rate","18.2","24.2","505","","23.6","No Different than U.S. National Rate","21.3","26.2","993","","17.1","No Different than U.S. National Rate","14.9","19.6","782",""
"450803","DOCTORS HOSPITAL TIDWELL","510 W TIDWELL","","","HOUSTON","TX","77091","HARRIS","7136911111","14.9","No Different than U.S. National Rate","11.3","19.5","31","","10.7","No Different than U.S. National Rate","7.7","14.8","60","","9.6","No Different than U.S. National Rate","6.9","12.8","85","","18.4","No Different than U.S. National Rate","14.3","23.0","31","","24.9","No Different than U.S. National Rate","20.5","30.3","64","","16.9","No Different than U.S. National Rate","13.6","21.3","87",""
"450804","TEXAS ORTHOPEDIC HOSPITAL","7401 SOUTH MAIN STREET","","","HOUSTON","TX","77030","HARRIS","7137998600","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure"
"450808","NORTHWEST HILLS SURGICAL HOSPITAL","6818 AUSTIN CTR BLVD SUITE 100","","","AUSTIN","TX","78731","TRAVIS","5123461994","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure"
"450809","NORTH AUSTIN MEDICAL CENTER","12221 MOPAC EXPRESSWAY NORTH","","","AUSTIN","TX","78758","TRAVIS","5129011000","15.9","No Different than U.S. National Rate","13.0","19.3","195","","11.4","No Different than U.S. National Rate","9.0","14.2","314","","10.6","No Different than U.S. National Rate","8.4","13.4","357","","19.1","No Different than U.S. National Rate","15.9","23.0","189","","22.3","No Different than U.S. National Rate","19.3","25.7","373","","18.8","No Different than U.S. National Rate","15.9","22.1","375",""
"450813","COMMUNITY GENERAL HOSPITAL","230 WEST MILLER","","","DILLEY","TX","78017","FRIO","8309652003","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","11.6","No Different than U.S. National Rate","7.8","17.0","25","","Not Available","Number of Cases Too Small","Not Available","Not Available","8","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","24.8","No Different than U.S. National Rate","19.7","31.0","25","","Not Available","Number of Cases Too Small","Not Available","Not Available","8","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing"
"450820","METHODIST SUGAR LAND HOSPITAL","16655 SOUTHWEST FREEWAY","","","SUGAR LAND","TX","77479","FORT BEND","2812748000","14.6","No Different than U.S. National Rate","11.6","18.3","164","","9.6","No Different than U.S. National Rate","7.5","12.1","304","","8.7","Better than U.S. National Rate","6.7","11.3","303","","20.1","No Different than U.S. National Rate","16.7","24.1","158","","24.3","No Different than U.S. National Rate","21.1","27.8","357","","16.4","No Different than U.S. National Rate","13.9","19.7","335",""
"450822","LAS COLINAS MEDICAL CENTER","6800 N MACARTHUR BLVD","","","IRVING","TX","75039","DALLAS","9729692000","16.8","No Different than U.S. National Rate","12.2","22.2","31","","11.7","No Different than U.S. National Rate","8.2","16.3","48","","11.7","No Different than U.S. National Rate","8.1","16.7","54","","20.5","No Different than U.S. National Rate","16.1","25.8","29","","24.7","No Different than U.S. National Rate","20.1","30.2","63","","16.5","No Different than U.S. National Rate","12.9","21.1","59",""
"450825","CORNERSTONE REGIONAL HOSPITAL","2302 CORNERSTONE BOULEVARD","","","EDINBURG","TX","78539","HIDALGO","9566184444","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","5","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","5","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing"
"450827","KELL WEST REGIONAL HOSPITAL","5402 KELL WEST BOULEVARD","","","WICHITA FALLS","TX","76310","WICHITA","9406925888","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","13.3","No Different than U.S. National Rate","9.2","19.0","28","","10.1","No Different than U.S. National Rate","7.1","14.2","103","","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","23.7","No Different than U.S. National Rate","18.8","29.4","31","","17.7","No Different than U.S. National Rate","14.1","22.1","110",""
"450828","CHRISTUS SPOHN HOSPITAL ALICE","2500 E MAIN STREET","","","ALICE","TX","78332","JIM WELLS","3616618016","15.7","No Different than U.S. National Rate","12.2","20.0","72","","9.2","No Different than U.S. National Rate","6.7","12.4","182","","11.7","No Different than U.S. National Rate","9.2","14.8","285","","19.9","No Different than U.S. National Rate","16.2","24.1","54","","23.9","No Different than U.S. National Rate","20.5","27.8","230","","19.8","No Different than U.S. National Rate","16.8","23.2","321",""
"450831","SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON","4301 B VISTA","","","PASADENA","TX","77504","HARRIS","7133783000","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure"
"450832","CHRISTUS ST CATHERINE HOSPITAL","701 SOUTH FRY ROAD","","","KATY","TX","77450","HARRIS","2815995700","15.2","No Different than U.S. National Rate","11.8","19.5","154","","11.5","No Different than U.S. National Rate","8.9","14.6","269","","14.0","No Different than U.S. National Rate","10.8","17.9","187","","21.3","No Different than U.S. National Rate","17.8","25.5","163","","24.8","No Different than U.S. National Rate","21.6","28.3","347","","19.3","No Different than U.S. National Rate","16.0","23.1","204",""
"450833","ENNIS REGIONAL MEDICAL CENTER","2201 WEST LAMPASAS STREET","","","ENNIS","TX","75119","ELLIS","9728750900","Not Available","Number of Cases Too Small","Not Available","Not Available","19","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","9.4","No Different than U.S. National Rate","7.0","12.6","105","","12.7","No Different than U.S. National Rate","9.7","16.2","175","","Not Available","Number of Cases Too Small","Not Available","Not Available","16","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","25.9","No Different than U.S. National Rate","21.8","30.6","134","","20.1","No Different than U.S. National Rate","16.4","24.2","190",""
"450834","PHYSICIANS CENTRE,THE","3131 UNIVERSITY DRIVE EAST","","","BRYAN","TX","77802","BRAZOS","9797313100","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","10","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","9","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing"
"450840","TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","1105 CENTRAL EXPRESSWAY NORTH","","","ALLEN","TX","75013","COLLIN","9727476197","Not Available","Number of Cases Too Small","Not Available","Not Available","17","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","12.1","No Different than U.S. National Rate","8.8","16.4","83","","12.9","No Different than U.S. National Rate","9.8","16.9","158","","Not Available","Number of Cases Too Small","Not Available","Not Available","10","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","26.8","No Different than U.S. National Rate","22.3","31.6","108","","18.4","No Different than U.S. National Rate","14.9","22.6","158",""
"450841","BROWNSVILLE SURGICAL HOSPITAL","4750 NORTH EXPRESSWAY","","","BROWNSVILLE","TX","78526","CAMERON","9565542000","Not Available","Number of Cases Too Small","Not Available","Not Available","4","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","12","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","10.7","No Different than U.S. National Rate","7.2","15.6","44","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","13","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","19.0","No Different than U.S. National Rate","14.9","24.2","48",""
